golId,event1,event2,event3,event4,event5,event6,event7,event8,event9,event10,event11,event12,event13,event14,event15,event16,event17,event18,event19,event20,event21,event22,event23,event24,event25,event26,event27,event28,event29,event30,event31,event32,event33,event34,event35,event36,event37,event38,event39,event40,event41,event42,event43,event44,event45
44460,BLUE: first_blood,RED: dragon,BLUE: herald,RED: dragon,RED: first_tower_bot,BLUE: herald,BLUE: dragon,RED: first_tower_top,BLUE: first_tower_top,BLUE: first_tower_mid,BLUE: dragon,BLUE: baron,RED: first_tower_mid,BLUE: second_tower_top,BLUE: dragon,BLUE: first_tower_bot,BLUE: second_tower_mid,BLUE: second_tower_bot,BLUE: baron,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: dragon,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,
52663,RED: first_blood,RED: dragon,RED: herald,BLUE: dragon,RED: first_tower_bot,RED: herald,BLUE: first_tower_bot,RED: dragon,BLUE: baron,RED: first_tower_mid,BLUE: first_tower_top,BLUE: first_tower_mid,BLUE: second_tower_bot,BLUE: dragon,BLUE: baron,RED: dragon,BLUE: second_tower_top,BLUE: third_tower_top,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,RED: first_tower_top,BLUE: inhibitor_top,BLUE: dragon,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,
52664,BLUE: dragon,RED: first_blood,BLUE: herald,RED: dragon,BLUE: herald,RED: first_tower_bot,BLUE: first_tower_top,RED: dragon,BLUE: first_tower_bot,BLUE: first_tower_mid,RED: baron,RED: first_tower_top,BLUE: second_tower_mid,BLUE: dragon,BLUE: second_tower_top,RED: first_tower_mid,RED: baron,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,
52665,BLUE: first_blood,BLUE: herald,RED: dragon,BLUE: first_tower_top,BLUE: dragon,BLUE: herald,RED: first_tower_bot,RED: first_tower_mid,BLUE: first_tower_mid,BLUE: dragon,BLUE: first_tower_bot,RED: baron,RED: first_tower_top,RED: second_tower_mid,RED: third_tower_mid,RED: inhibitor_mid,RED: dragon,RED: second_tower_bot,RED: second_tower_top,RED: baron,BLUE: second_tower_mid,BLUE: dragon,BLUE: second_tower_bot,RED: third_tower_top,RED: baron,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,
48572,RED: dragon,RED: first_blood,RED: herald,BLUE: dragon,RED: first_tower_top,BLUE: first_tower_bot,BLUE: herald,RED: first_tower_mid,BLUE: first_tower_mid,BLUE: dragon,BLUE: first_tower_top,RED: first_tower_bot,BLUE: baron,BLUE: dragon,BLUE: second_tower_bot,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: second_tower_mid,BLUE: second_tower_top,BLUE: dragon,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,
52669,RED: first_blood,RED: dragon,RED: herald,RED: first_tower_top,RED: dragon,RED: first_tower_bot,RED: herald,RED: first_tower_mid,RED: dragon,RED: baron,RED: second_tower_mid,RED: second_tower_bot,RED: third_tower_mid,RED: inhibitor_mid,RED: third_tower_bot,RED: inhibitor_bot,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,
52670,BLUE: first_blood,RED: dragon,BLUE: herald,RED: dragon,BLUE: first_tower_bot,RED: herald,BLUE: second_tower_bot,RED: first_tower_mid,BLUE: first_tower_top,BLUE: first_tower_mid,BLUE: dragon,BLUE: baron,RED: second_tower_mid,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: second_tower_mid,BLUE: dragon,BLUE: second_tower_top,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,
48573,RED: dragon,BLUE: first_blood,BLUE: herald,BLUE: dragon,BLUE: first_tower_top,RED: first_tower_bot,BLUE: herald,BLUE: first_tower_mid,BLUE: first_tower_bot,BLUE: dragon,BLUE: baron,BLUE: dragon,RED: first_tower_top,BLUE: second_tower_mid,BLUE: second_tower_bot,BLUE: second_tower_top,BLUE: third_tower_bot,BLUE: dragon,RED: baron,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: inhibitor_bot,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,
48576,RED: first_blood,BLUE: dragon,RED: herald,RED: dragon,RED: first_tower_bot,BLUE: herald,RED: first_tower_top,BLUE: first_tower_bot,BLUE: second_tower_bot,RED: dragon,BLUE: first_tower_mid,RED: baron,BLUE: dragon,RED: second_tower_bot,RED: first_tower_mid,RED: second_tower_top,BLUE: dragon,BLUE: baron,BLUE: dragon,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,RED: baron,BLUE: first_tower_top,RED: second_tower_mid,BLUE: elder_dragon,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,
48574,RED: herald,BLUE: dragon,RED: first_blood,RED: herald,RED: dragon,RED: first_tower_mid,BLUE: first_tower_top,RED: first_tower_bot,BLUE: baron,BLUE: dragon,RED: first_tower_top,BLUE: first_tower_bot,BLUE: first_tower_mid,RED: second_tower_bot,BLUE: second_tower_top,RED: baron,BLUE: dragon,RED: second_tower_mid,RED: third_tower_mid,RED: inhibitor_mid,BLUE: second_tower_mid,BLUE: dragon,BLUE: baron,BLUE: second_tower_bot,RED: second_tower_top,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,
48575,BLUE: dragon,RED: herald,RED: first_blood,RED: dragon,RED: herald,RED: first_tower_mid,RED: second_tower_mid,RED: dragon,RED: first_tower_bot,RED: first_tower_top,BLUE: first_tower_bot,RED: dragon,BLUE: first_tower_top,BLUE: dragon,BLUE: first_tower_mid,RED: baron,RED: dragon,RED: second_tower_bot,RED: third_tower_bot,RED: third_tower_mid,RED: inhibitor_bot,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,
52675,BLUE: first_blood,BLUE: dragon,RED: herald,BLUE: dragon,BLUE: herald,BLUE: first_tower_bot,BLUE: first_tower_mid,BLUE: second_tower_mid,RED: first_tower_bot,BLUE: third_tower_mid,BLUE: first_tower_top,BLUE: dragon,RED: first_tower_top,BLUE: second_tower_bot,BLUE: dragon,BLUE: baron,BLUE: second_tower_top,BLUE: inhibitor_mid,BLUE: third_tower_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,
52676,BLUE: first_blood,RED: dragon,RED: herald,RED: dragon,BLUE: first_tower_top,BLUE: herald,RED: first_tower_bot,BLUE: dragon,RED: first_tower_mid,BLUE: first_tower_mid,BLUE: first_tower_bot,RED: first_tower_top,BLUE: dragon,BLUE: baron,BLUE: second_tower_mid,BLUE: second_tower_bot,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,
52677,BLUE: first_blood,BLUE: dragon,RED: herald,RED: first_tower_top,BLUE: dragon,RED: herald,BLUE: first_tower_mid,BLUE: first_tower_bot,BLUE: first_tower_top,RED: first_tower_bot,BLUE: dragon,BLUE: baron,BLUE: second_tower_top,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,
52678,BLUE: first_blood,BLUE: herald,RED: dragon,BLUE: first_tower_mid,BLUE: first_tower_bot,BLUE: dragon,RED: herald,BLUE: first_tower_top,RED: first_tower_bot,RED: first_tower_top,BLUE: second_tower_bot,BLUE: second_tower_mid,BLUE: baron,BLUE: dragon,BLUE: second_tower_top,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,
52679,BLUE: first_blood,BLUE: dragon,RED: herald,RED: first_tower_top,BLUE: first_tower_bot,BLUE: first_tower_top,BLUE: dragon,BLUE: herald,RED: first_tower_mid,BLUE: first_tower_mid,RED: first_tower_bot,BLUE: second_tower_mid,RED: dragon,BLUE: second_tower_top,RED: second_tower_bot,BLUE: baron,BLUE: second_tower_bot,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: dragon,BLUE: baron,BLUE: dragon,BLUE: inhibitor_mid,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: baron,BLUE: elder_dragon,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,
52680,RED: first_blood,RED: dragon,BLUE: herald,RED: first_tower_bot,RED: dragon,RED: herald,RED: first_tower_top,RED: first_tower_mid,RED: second_tower_mid,RED: dragon,RED: baron,RED: second_tower_top,RED: second_tower_bot,RED: third_tower_mid,RED: inhibitor_mid,RED: third_tower_bot,RED: inhibitor_bot,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,,
52681,BLUE: first_blood,BLUE: dragon,BLUE: herald,BLUE: dragon,RED: first_tower_mid,BLUE: herald,RED: first_tower_bot,BLUE: first_tower_top,BLUE: first_tower_bot,BLUE: dragon,BLUE: first_tower_mid,BLUE: baron,BLUE: second_tower_mid,RED: first_tower_top,BLUE: second_tower_bot,BLUE: dragon,BLUE: second_tower_top,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,
52682,RED: first_blood,RED: dragon,RED: herald,BLUE: dragon,RED: first_tower_top,RED: herald,RED: first_tower_mid,RED: second_tower_mid,BLUE: first_tower_bot,RED: dragon,RED: baron,RED: first_tower_bot,RED: second_tower_top,RED: third_tower_mid,RED: third_tower_top,RED: inhibitor_mid,RED: second_tower_bot,RED: inhibitor_top,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,
48579,BLUE: dragon,RED: first_blood,RED: herald,RED: first_tower_bot,BLUE: dragon,BLUE: herald,BLUE: first_tower_mid,RED: dragon,RED: baron,BLUE: second_tower_mid,BLUE: first_tower_top,RED: dragon,BLUE: first_tower_bot,RED: first_tower_top,BLUE: baron,BLUE: dragon,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,
48580,BLUE: first_blood,BLUE: herald,RED: dragon,RED: first_tower_bot,RED: herald,RED: first_tower_mid,RED: dragon,BLUE: first_tower_top,RED: first_tower_top,RED: second_tower_bot,BLUE: baron,RED: second_tower_mid,RED: dragon,BLUE: first_tower_mid,BLUE: first_tower_bot,BLUE: second_tower_mid,RED: second_tower_top,BLUE: dragon,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,
48581,RED: first_blood,BLUE: dragon,BLUE: herald,RED: first_tower_bot,BLUE: first_tower_top,BLUE: dragon,RED: herald,BLUE: first_tower_mid,RED: dragon,RED: first_tower_mid,RED: first_tower_top,RED: dragon,RED: baron,RED: second_tower_bot,RED: second_tower_mid,RED: second_tower_top,RED: third_tower_top,RED: inhibitor_top,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,
48612,BLUE: first_blood,BLUE: dragon,BLUE: herald,BLUE: first_tower_mid,BLUE: dragon,BLUE: herald,RED: first_tower_bot,BLUE: first_tower_top,BLUE: second_tower_mid,BLUE: dragon,BLUE: baron,BLUE: first_tower_bot,RED: first_tower_top,BLUE: second_tower_bot,BLUE: second_tower_top,BLUE: dragon,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,
52709,BLUE: dragon,BLUE: first_blood,RED: herald,RED: dragon,BLUE: herald,BLUE: dragon,RED: first_tower_top,BLUE: first_tower_mid,BLUE: first_tower_bot,BLUE: second_tower_bot,BLUE: dragon,BLUE: second_tower_mid,RED: baron,RED: first_tower_mid,RED: first_tower_bot,RED: second_tower_bot,RED: dragon,BLUE: first_tower_top,BLUE: baron,BLUE: dragon,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,
52710,BLUE: dragon,BLUE: first_blood,BLUE: herald,BLUE: dragon,BLUE: first_tower_mid,RED: herald,BLUE: first_tower_bot,RED: first_tower_mid,RED: dragon,BLUE: first_tower_top,RED: dragon,BLUE: baron,RED: dragon,BLUE: second_tower_mid,RED: dragon,RED: second_tower_mid,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,
52711,RED: first_blood,BLUE: dragon,BLUE: herald,BLUE: first_tower_top,BLUE: first_tower_mid,BLUE: dragon,RED: first_tower_bot,BLUE: herald,BLUE: first_tower_bot,RED: first_tower_top,BLUE: second_tower_bot,BLUE: dragon,RED: first_tower_mid,BLUE: baron,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,,
52712,BLUE: first_blood,RED: dragon,BLUE: herald,BLUE: first_tower_top,RED: dragon,BLUE: herald,RED: first_tower_bot,BLUE: first_tower_mid,BLUE: dragon,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: dragon,BLUE: first_tower_bot,BLUE: baron,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,,
48613,RED: first_blood,BLUE: dragon,RED: herald,BLUE: dragon,RED: herald,RED: first_tower_top,BLUE: dragon,RED: first_tower_mid,RED: second_tower_mid,BLUE: first_tower_bot,RED: dragon,RED: baron,RED: first_tower_bot,RED: second_tower_top,BLUE: first_tower_top,RED: second_tower_bot,BLUE: second_tower_top,RED: third_tower_bot,RED: dragon,RED: baron,RED: inhibitor_bot,RED: dragon,BLUE: baron,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,
48614,RED: first_blood,BLUE: dragon,BLUE: herald,RED: dragon,RED: first_tower_bot,BLUE: dragon,RED: first_tower_top,RED: herald,RED: first_tower_mid,RED: second_tower_mid,BLUE: first_tower_mid,BLUE: dragon,BLUE: first_tower_bot,RED: dragon,RED: baron,BLUE: second_tower_mid,RED: second_tower_top,RED: second_tower_bot,BLUE: first_tower_top,RED: dragon,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,
48622,BLUE: first_blood,RED: dragon,BLUE: herald,RED: dragon,BLUE: first_tower_bot,RED: herald,BLUE: first_tower_top,RED: dragon,RED: first_tower_mid,BLUE: baron,BLUE: dragon,BLUE: second_tower_bot,BLUE: third_tower_bot,RED: dragon,BLUE: inhibitor_bot,BLUE: baron,RED: second_tower_mid,BLUE: second_tower_top,RED: third_tower_mid,RED: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,
48623,BLUE: first_blood,RED: herald,BLUE: dragon,RED: first_tower_top,RED: dragon,BLUE: first_tower_bot,RED: herald,RED: first_tower_mid,BLUE: dragon,RED: baron,RED: second_tower_top,RED: second_tower_mid,RED: third_tower_mid,RED: inhibitor_mid,RED: first_tower_bot,RED: dragon,RED: second_tower_bot,RED: third_tower_top,RED: inhibitor_top,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,
48625,BLUE: first_blood,BLUE: herald,RED: dragon,BLUE: dragon,RED: first_tower_top,BLUE: first_tower_bot,RED: herald,BLUE: first_tower_mid,RED: first_tower_bot,BLUE: first_tower_top,RED: first_tower_mid,RED: dragon,BLUE: baron,RED: second_tower_mid,RED: third_tower_mid,RED: dragon,RED: second_tower_bot,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,
48626,BLUE: dragon,BLUE: first_blood,RED: herald,RED: dragon,RED: first_tower_bot,BLUE: first_tower_mid,RED: second_tower_bot,BLUE: first_tower_top,RED: herald,RED: first_tower_mid,BLUE: dragon,BLUE: dragon,RED: baron,BLUE: first_tower_bot,RED: first_tower_top,BLUE: second_tower_bot,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,
48631,BLUE: dragon,BLUE: herald,BLUE: dragon,BLUE: first_blood,BLUE: first_tower_bot,RED: herald,RED: dragon,RED: first_tower_top,BLUE: first_tower_mid,RED: first_tower_bot,RED: dragon,RED: baron,BLUE: second_tower_mid,RED: first_tower_mid,RED: second_tower_bot,RED: second_tower_top,BLUE: third_tower_mid,BLUE: dragon,RED: second_tower_mid,RED: baron,BLUE: second_tower_bot,BLUE: dragon,BLUE: baron,BLUE: inhibitor_mid,BLUE: first_tower_top,BLUE: second_tower_top,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,
48632,BLUE: first_blood,RED: dragon,RED: herald,RED: dragon,BLUE: first_tower_top,RED: herald,RED: first_tower_mid,RED: second_tower_mid,BLUE: dragon,BLUE: first_tower_bot,RED: baron,RED: dragon,RED: first_tower_top,RED: first_tower_bot,RED: second_tower_bot,RED: third_tower_bot,RED: inhibitor_bot,RED: second_tower_top,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,
48637,RED: first_blood,RED: dragon,BLUE: herald,RED: dragon,BLUE: first_tower_bot,RED: herald,BLUE: second_tower_bot,RED: first_tower_top,RED: first_tower_mid,RED: dragon,RED: baron,BLUE: first_tower_mid,RED: first_tower_bot,BLUE: second_tower_mid,RED: dragon,RED: second_tower_mid,RED: second_tower_bot,RED: baron,RED: third_tower_bot,RED: inhibitor_bot,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,
48638,BLUE: first_blood,RED: dragon,BLUE: herald,BLUE: dragon,BLUE: first_tower_bot,BLUE: herald,BLUE: first_tower_mid,BLUE: second_tower_mid,RED: first_tower_mid,BLUE: dragon,RED: first_tower_top,RED: first_tower_bot,BLUE: baron,BLUE: dragon,RED: second_tower_top,BLUE: second_tower_bot,BLUE: first_tower_top,BLUE: second_tower_top,RED: baron,RED: second_tower_mid,RED: dragon,RED: second_tower_bot,BLUE: third_tower_top,RED: third_tower_bot,RED: inhibitor_bot,BLUE: inhibitor_top,BLUE: dragon,RED: baron,RED: third_tower_mid,RED: inhibitor_mid,BLUE: inhibitor_top,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,
48639,BLUE: first_blood,RED: dragon,RED: herald,RED: dragon,RED: first_tower_mid,RED: first_tower_bot,BLUE: first_tower_top,BLUE: first_tower_bot,RED: first_tower_top,BLUE: dragon,RED: herald,BLUE: first_tower_mid,RED: baron,RED: second_tower_mid,RED: second_tower_top,RED: dragon,RED: second_tower_bot,RED: third_tower_bot,RED: inhibitor_bot,BLUE: second_tower_mid,BLUE: dragon,BLUE: baron,RED: inhibitor_bot,BLUE: second_tower_top,RED: dragon,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,
48640,BLUE: dragon,RED: first_blood,BLUE: herald,RED: dragon,RED: herald,BLUE: first_tower_mid,RED: first_tower_mid,RED: dragon,RED: first_tower_bot,RED: baron,BLUE: first_tower_bot,BLUE: first_tower_top,RED: second_tower_mid,RED: second_tower_bot,RED: dragon,RED: first_tower_top,RED: second_tower_top,RED: baron,RED: dragon,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: third_tower_bot,RED: nexus,,,,,,,,,,,,,,,,,,,,
48641,BLUE: first_blood,BLUE: dragon,BLUE: herald,RED: dragon,BLUE: herald,RED: dragon,BLUE: first_tower_top,BLUE: first_tower_mid,RED: first_tower_bot,BLUE: dragon,BLUE: second_tower_mid,RED: first_tower_top,BLUE: baron,RED: first_tower_mid,BLUE: first_tower_bot,BLUE: second_tower_top,RED: second_tower_bot,BLUE: second_tower_bot,BLUE: third_tower_bot,RED: second_tower_mid,BLUE: dragon,RED: baron,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,
44546,RED: first_blood,BLUE: dragon,BLUE: herald,BLUE: dragon,BLUE: herald,BLUE: first_tower_mid,BLUE: first_tower_top,RED: dragon,BLUE: first_tower_bot,BLUE: second_tower_mid,BLUE: dragon,BLUE: baron,BLUE: second_tower_bot,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,,
44547,BLUE: first_blood,RED: dragon,RED: herald,RED: dragon,BLUE: herald,RED: first_tower_bot,BLUE: first_tower_mid,BLUE: dragon,BLUE: first_tower_bot,BLUE: dragon,BLUE: second_tower_mid,RED: first_tower_top,BLUE: first_tower_top,BLUE: baron,RED: dragon,BLUE: third_tower_mid,BLUE: inhibitor_mid,RED: second_tower_bot,BLUE: second_tower_top,BLUE: second_tower_bot,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,
48649,RED: first_blood,BLUE: dragon,BLUE: herald,RED: first_tower_bot,BLUE: dragon,RED: herald,BLUE: first_tower_bot,RED: first_tower_top,RED: first_tower_mid,BLUE: first_tower_top,RED: dragon,BLUE: baron,BLUE: second_tower_bot,BLUE: first_tower_mid,BLUE: dragon,RED: second_tower_mid,BLUE: baron,BLUE: second_tower_top,BLUE: second_tower_mid,RED: dragon,BLUE: baron,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,
48650,BLUE: first_blood,RED: herald,BLUE: dragon,BLUE: first_tower_mid,RED: first_tower_bot,BLUE: herald,RED: first_tower_top,BLUE: dragon,RED: first_tower_mid,BLUE: first_tower_top,BLUE: first_tower_bot,RED: second_tower_mid,RED: dragon,RED: baron,BLUE: dragon,RED: second_tower_bot,RED: third_tower_bot,RED: inhibitor_bot,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,
44561,BLUE: first_blood,BLUE: dragon,BLUE: herald,BLUE: dragon,BLUE: herald,BLUE: first_tower_mid,BLUE: dragon,BLUE: first_tower_bot,BLUE: second_tower_mid,BLUE: baron,BLUE: first_tower_top,BLUE: second_tower_top,BLUE: dragon,BLUE: second_tower_bot,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,
44562,BLUE: first_blood,RED: dragon,BLUE: herald,BLUE: dragon,BLUE: first_tower_bot,BLUE: herald,BLUE: first_tower_mid,BLUE: second_tower_mid,BLUE: dragon,BLUE: first_tower_top,BLUE: second_tower_bot,BLUE: dragon,BLUE: baron,BLUE: second_tower_top,RED: first_tower_top,BLUE: third_tower_bot,BLUE: third_tower_mid,BLUE: inhibitor_bot,RED: second_tower_top,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,
44564,BLUE: first_blood,RED: dragon,BLUE: herald,BLUE: dragon,BLUE: first_tower_top,BLUE: herald,RED: first_tower_top,BLUE: first_tower_mid,RED: first_tower_bot,BLUE: dragon,BLUE: first_tower_bot,BLUE: second_tower_mid,BLUE: dragon,BLUE: second_tower_bot,BLUE: dragon,BLUE: baron,BLUE: third_tower_mid,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,
44565,RED: dragon,RED: first_blood,RED: herald,RED: dragon,RED: first_tower_bot,BLUE: first_tower_top,RED: herald,RED: first_tower_top,RED: first_tower_mid,RED: second_tower_bot,RED: dragon,RED: baron,RED: second_tower_mid,RED: dragon,RED: third_tower_bot,RED: inhibitor_bot,RED: nexus_tower,RED: second_tower_top,BLUE: first_tower_mid,RED: baron,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,
52765,RED: first_blood,RED: herald,RED: dragon,RED: first_tower_bot,BLUE: first_tower_top,BLUE: herald,BLUE: first_tower_bot,BLUE: dragon,RED: baron,RED: first_tower_top,BLUE: second_tower_bot,RED: first_tower_mid,RED: dragon,BLUE: first_tower_mid,RED: baron,RED: second_tower_top,RED: third_tower_top,RED: inhibitor_top,RED: nexus_tower,BLUE: third_tower_bot,RED: nexus_tower,RED: second_tower_mid,BLUE: dragon,BLUE: inhibitor_bot,RED: second_tower_bot,BLUE: baron,BLUE: second_tower_mid,BLUE: inhibitor_bot,BLUE: nexus_tower,RED: dragon,BLUE: second_tower_top,RED: baron,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus,,,,,,,,,,
52766,RED: first_blood,RED: herald,RED: dragon,RED: first_tower_mid,RED: first_tower_bot,RED: herald,BLUE: first_tower_bot,RED: second_tower_mid,RED: dragon,BLUE: first_tower_top,RED: third_tower_mid,RED: second_tower_bot,RED: baron,RED: first_tower_top,RED: third_tower_bot,RED: inhibitor_mid,RED: inhibitor_bot,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,,
52771,BLUE: dragon,RED: herald,BLUE: first_blood,RED: dragon,BLUE: first_tower_top,BLUE: herald,BLUE: first_tower_bot,RED: first_tower_mid,BLUE: first_tower_mid,RED: first_tower_bot,BLUE: second_tower_bot,RED: dragon,BLUE: second_tower_top,BLUE: dragon,BLUE: second_tower_mid,BLUE: baron,BLUE: dragon,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: dragon,BLUE: nexus,,,,,,,,,,,,,,,,,,,,
