game,league,blueteam,redteam,golId,event1,event2,event3,event4,event5,event6,event7,event8,event9,event10,event11,event12,event13,event14,event15,event16,event17,event18,event19,event20,event21,event22,event23,event24,event25,event26,event27,event28,event29,event30,event31,event32,event33,event34,event35,event36,event37,event38
ESPORTSTMNT02_2552738,HC,eKoVy,ERKO Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2552740,CBLOL,Rensga eSports,Netshoes Miners,36703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2572808,LCS,Evil Geniuses,Team Liquid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2552764,HC,eSuba Academy,Inside Games Challengers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2698245,Prime League,Berlin International Gaming,Eintracht Spandau,36540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2552773,CBLOL,paiN Gaming,FURIA Esports,36704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2552787,LLA,All Knights,Team Aze,36549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2552800,HC,Team Sampi,eKoVy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2552817,CBLOL,INTZ,Flamengo Esports,36705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2698252,Prime League,WAVE Esports,GamerLegion,36541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2552829,LLA,XTEN Esports,Estral Esports,36551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2552847,HC,ERKO Esports,eSuba Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2552854,LCS,Evil Geniuses,Team Liquid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2698259,Prime League,Unicorns of Love Sexy Edition,FC Schalke 04 Esports,36542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2552867,LLA,Rainbow7,Globant Emerald,36552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2552876,LCS,Team Liquid,Evil Geniuses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573026,LCO,ORDER,Kanga Esports,36553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573029,LCO,PEACE,Dire Wolves,36554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573038,LCO,Chiefs Esports Club,Gravitas,36555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573046,LCO,Pentanet.GG,MAMMOTH,36556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573159,GLL,Hive Athens EC,Team Refuse,36668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573162,Hitpoint Masters,BRUTE,Entropiq,36714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553075,LVP SL,UCAM Tokiers,Team Heretics,36651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553077,NLC,NYYRIKKI,Dusty,36608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2530453,LFL Div2,Atletec,beGenius ESC,36833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553110,GLL,Anorthosis Famagusta Esports,Gamespace Mediterranean College Esports,36669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2520442,EBL,Valiance,Auxesis Esports,36706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2530460,LFL Div2,IZI Dream,Team MCES,36834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553113,NLC,MNM Gaming,Team Singularity,36609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553114,LVP SL,G2 Arctic,Movistar Riders,36650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573222,Hitpoint Masters,eSuba,Inside Games,36715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2520449,EBL,Cyber Wolves,Split Raiders,36707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553151,GLL,WLGaming Esports,Zerolag Esports,36670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553153,LVP SL,BISONS ECLUB,Giants,36652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2530466,LFL Div2,Tony Parker Adequat Academy,PCS Taran,36835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553160,NLC,Bifrost,X7 Esports,36605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553163,LPLOL,Odivelas Sports Club,GTZ Bulls,36571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573253,Hitpoint Masters,SINNERS Esports,Cryptova,36716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2520464,EBL,Crvena zvezda Esports,SOVEJA,36708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553190,NLC,Astralis Talent,JD|XL,36607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2530479,LFL Div2,Joblife,BK ROG Esports,36836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553193,LVP SL,Fnatic TQ,KOI,36649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553195,GLL,Team Phantasma,Olympiacos Alimou,36671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553201,LPLOL,OFFSET Esports,For The Win Esports,36572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573286,Hitpoint Masters,Dynamo Eclot,Dark Tigers,36717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553224,NLC,Vanir,Riddle Esports,36606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2530487,LFL Div2,Lille Esport,FC Nantes Esports,36837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2520472,EBL,Nexus KTRL,Diamant Esports,36709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553231,LVP SL,Barça eSports,MAD Lions Madrid,36648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553222,LHE,Supay Gaming,Cruzados Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553245,LPLOL,EGN Esports,Boavista FC,36573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553252,LHE,Newstar,Santiago Wanderers eSports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553282,LPLOL,Karma Clan Esports,White Dragons,36574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2698302,Proving Grounds Circuit,Winthrop University,100 Thieves Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553288,LHE,Movistar Optix,Meta Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573359,EL,Goat Esports,Gravity Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2698304,Proving Grounds Circuit,Winthrop University,100 Thieves Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553328,LHE,Dark Horse,Rebirth eSports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573370,GL,Awake Gaming,Mayan Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573377,EL,Red Rooster Team,Fuego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2698306,Proving Grounds Circuit,Golden Guardians Academy,Immortals Area of Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573379,GL,Zeu5 Bogota,NOCTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553352,LHE,Maze Gaming,Furious Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573380,EL,Bandits Gaming,Vandals Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2698310,Proving Grounds Circuit,Golden Guardians Academy,Immortals Area of Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573382,GL,Spirituals,King of Goats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573386,EL,Saprissa Esports,Janus Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573388,GL,ELR Gaming,Braves Rising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573398,LCO,Pentanet.GG,Dire Wolves,36557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573407,LCO,Kanga Esports,Chiefs Esports Club,36558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553419,LCO,PEACE,ORDER,36559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553443,LCO,MAMMOTH,Gravitas,36560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2530503,Ultraliga,Illuminar Gaming,Gentlemen's Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2520500,Ultraliga,AGO ROGUE,Goskilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573545,GLL,Zerolag Esports,Team Refuse,36672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2530511,LFL Div2,beGenius ESC,Lille Esport,36838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573561,Prime League,Unicorns of Love Sexy Edition,Eintracht Spandau,36812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2520507,Ultraliga,Iron Wolves,Zero Tenacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573576,GLL,Anorthosis Famagusta Esports,Hive Athens EC,36673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2530514,EBL,Auxesis Esports,Nexus KTRL,36321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573585,Prime League,E WIE EINFACH E-SPORTS,MOUZ,36810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2530517,LFL Div2,PCS Taran,BK ROG Esports,36839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553603,PG Nationals,GGEsports,Cyberground Gaming,36597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2520519,Ultraliga,devils.one,Forsaken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2530526,EBL,Split Raiders,Crvena zvezda Esports,36322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573620,PG Nationals,aNc Outplayed,Macko Esports,36598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573626,Prime League,FC Schalke 04 Esports,GamerLegion,36808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2530528,LFL Div2,Atletec,Team MCES,36840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2520525,GLL,Olympiacos Alimou,Gamespace Mediterranean College Esports,36674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2530542,Ultraliga,Komil&amp;Friends,Team ESCA Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2530549,EBL,SOVEJA,Diamant Esports,36323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573692,Prime League,WAVE Esports,SK Gaming Prime,36809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573693,GLL,Team Phantasma,WLGaming Esports,36675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553725,CBLOLA,RED Academy,Liberty Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2530553,LFL Div2,Tony Parker Adequat Academy,FC Nantes Esports,36841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553742,PG Nationals,Atleta Esport,Axolotl,36599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553761,LMF,KRÜ Esports,Malvinas Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2530556,EBL,Cyber Wolves,Valiance,36324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553779,LHE,Cruzados Esports,Newstar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573759,Prime League,Berlin International Gaming,PENTA 1860,36811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553791,PG Nationals,Samsung Morning Stars,Esport Empire,36600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553806,CBLOLA,Netshoes Miners Academy,paiN Gaming Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553827,LHE,Rebirth eSports,Supay Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553847,CBLOLA,KaBuM! Academy,Rensga Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553876,LHE,Movistar Optix,Dark Horse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2708215,Proving Grounds Circuit,Golden Guardians Academy,100 Thieves Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553886,CBLOLA,FURIA Academy,INTZ Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553913,LHE,Furious Gaming,Meta Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2708216,Proving Grounds Circuit,Golden Guardians Academy,100 Thieves Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573874,VL,Hooked Esports,Skull Cracker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553919,EL,Vandals Esports,Red Rooster Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573879,GL,NOCTA,Spirituals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553928,CBLOLA,LOUD Academy,Flamengo Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2708217,Proving Grounds Circuit,100 Thieves Next,Golden Guardians Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553944,LHE,Santiago Wanderers eSports,Maze Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553945,VL,AceS GaminG,Descuydado Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573926,GL,Braves Rising,Awake Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553948,EL,Gravity Elite,Saprissa Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553970,EL,Fuego,Goat Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553973,GL,Zeu5 Bogota,ELR Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553976,VL,GeekSide Esports,God's Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553984,EL,Janus Esports,Bandits Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2573978,VL,Waia Snikt,Pirate Dream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2553990,GL,King of Goats,Mayan Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2520573,LFL Div2,Joblife,IZI Dream,36842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2520579,Ultraliga,AGO ROGUE,Zero Tenacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2520587,Ultraliga,Gentlemen's Gaming,Iron Wolves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2520591,LFL,LDLC OL,Team Oplon,36658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2554142,NLC,Bifrost,NYYRIKKI,36611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2520603,Ultraliga,devils.one,Goskilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2554169,NLC,Team Singularity,Dusty,36613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2574170,PG Nationals,Atleta Esport,GGEsports,36601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2520607,LFL,Team BDS Academy,Mirage Elyandra,36659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2520616,Ultraliga,Team ESCA Gaming,Illuminar Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2554198,NLC,Vanir,X7 Esports,36612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2554211,LPLOL,Odivelas Sports Club,Karma Clan Esports,36577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2574222,PG Nationals,Cyberground Gaming,Macko Esports,36602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2520619,LFL,GameWard,Karmine Corp,36660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2554246,NLC,Astralis Talent,Riddle Esports,36610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2520626,Ultraliga,Forsaken,Komil&amp;Friends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2574293,CBLOLA,RED Academy,KaBuM! Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2520630,LFL,Vitality.Bee,Misfits Premier,36661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2554281,LPLOL,Boavista FC,GTZ Bulls,36576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2574315,PG Nationals,aNc Outplayed,Esport Empire,36603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2574327,LMF,EBRO,Boca Juniors Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2554301,NLC,MNM Gaming,JD|XL,36614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2574361,PG Nationals,Axolotl,Samsung Morning Stars,36604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2574385,CBLOLA,Liberty Academy,LOUD Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2554335,LPLOL,OFFSET Esports,EGN Esports,36575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2520643,LFL,GamersOrigin,Solary,36662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2574401,LMF,Malvinas Gaming,Stone Movistar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2574428,CBLOLA,Rensga Academy,Netshoes Miners Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2554376,LPLOL,White Dragons,For The Win Esports,36578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2574442,LMF,Pampas,KRÜ Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2574461,CBLOLA,paiN Gaming Academy,FURIA Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2574486,LMF,Undead Gaming,Maycam Evolve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2554422,VL,AceS GaminG,GeekSide Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2554425,GL,King of Goats,Braves Rising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2574506,CBLOLA,INTZ Academy,Flamengo Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2554449,LVP DDH,Arctic Gaming México,The Kings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2574518,LMF,9z Team,WAP Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2554453,VL,Pirate Dream,Skull Cracker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2574521,GL,Mayan Esports,ELR Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2574525,LMF,Leviatan Esports,River Plate Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2554473,LVP DDH,Atheris Esports,Atomic México,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2554483,VL,Descuydado Esports,Waia Snikt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2574540,GL,NOCTA,Awake Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2554489,LVP DDH,PÊEK Gaming,Six Karma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2554493,VL,God's Plan,Hooked Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2554495,LVP DDH,Tomorrow Esports,Zylant Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2530669,Turkey Academy,İstanbul Wildcats Academy,Team AURORA Academy,36723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2530673,Turkey Academy,Beşiktaş Academy,5 Ronin Academy,36724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2530685,Turkey Academy,Fenerbahçe Academy,Galatasaray Academy,36725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2698350,Hitpoint Masters,Cryptova,eSuba,36718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2530714,Turkey Academy,Galakticos Academy,NASR eSports Turkey Academy,36726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2574701,Prime League,GamerLegion,Eintracht Spandau,36815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2574717,LVP SL,Movistar Riders,BISONS ECLUB,36655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
